tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen,group
2696458,1,2733124,Escherichia phage ukendt,,viruses,True,,,,,,,,,,,,,,,,19.425514685082053,32.0,1.0,32.0,34.615,416.0,10^-54.9245,,,,,,0,virus-phage
1883377,1,2733102,Erwinia phage vB_EamM_Phobos,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,63.0,46.0,10^-9.09474,,,,,,0,virus-phage
1883372,1,2733102,Erwinia phage vB_EamM_EarlPhillipIV,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,46.0,50.0,10^-5.56543,,,,,,0,virus-phage
1195085,1,2733102,Cronobacter phage CR5,,viruses,True,,,,,,,,,,,,,,,,1.2140946678176283,2.0,,,62.8,43.0,10^-3.95659,,,,,,0,virus-phage
2713269,1,2560255,Streptomyces phage Muntaha,,viruses,True,,,,1.2140946678176283,2.0,,,86.567,67.0,10^-20.8767,,,,,,,,,,,,,,,,,,0,virus-phage
2713267,1,2560255,Streptomyces phage Wakanda,,viruses,True,,,,1.8211420017264424,3.0,,,86.567,67.0,10^-20.8767,,,,,,,,,,,,,,,,,,0,virus-phage
1923890,1,2560215,Ralstonia phage RP31,,viruses,True,,,,,,,,,,,,,,,,1.8211420017264424,3.0,,,57.85,48.5,10^-8.22204,,,,,,0,virus-phage
2781361,1,2560170,Acinetobacter phage Ab_SZ3,,viruses,True,,,,,,,,,,,,,,,,1.2140946678176283,2.0,,,59.6,47.0,10^-10.3179,,,,,,0,virus-phage
2588503,1,2560111,Corynebacterium phage Stickynote,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,66.7,30.0,10^-3.14086,,,,,,0,virus-phage
2483719,1,2560111,Corynebacterium phage Kimchi1738,,viruses,True,,,,,,,,,,,,,,,,1.8211420017264424,3.0,,,57.6333,46.6667,10^-7.28367,,,,,,0,virus-phage
2483718,1,2560111,Corynebacterium phage Cruella,,viruses,True,,,,,,,,,,,,,,,,6.677520672996956,11.0,,,62.871,72.0,10^-23.5912,,,,,,0,virus-phage
2767572,1,2560086,Klebsiella phage Muenster,,viruses,True,,,,,,,,,,,,,,,,24.888940690261386,41.0,1.0,41.0,31.127,408.0,10^-42.9172,,,,,,0,virus-phage
2596966,1,2169643,Klebsiella phage KpCHEMY26,,viruses,True,,,,1.2140946678176283,2.0,,,77.528,89.0,10^-20.7534,,,,,,,,,,,,,,,,,,0,virus-phage
2591042,1,2169642,Achromobacter phage vB_AxyP_19-32_Axy11,,viruses,True,,,,,,,,,,,,,,,,10.926852010358656,18.0,1.0,18.0,55.705,149.0,10^-50.4559,,,,,,0,virus-phage
2048976,1,2169642,Pseudomonas phage inbricus,,viruses,True,,,,,,,,,,,,,,,,1.2140946678176283,2.0,,,74.5,47.0,10^-13.5719,,,,,,0,virus-phage
1883379,1,2169624,Erwinia phage vB_EamM_Caitlin,,viruses,True,,,,,,,,,,,,,,,,1.2140946678176283,2.0,,,39.474,76.0,10^-12.0857,,,,,,0,virus-phage
1883373,1,2169624,Erwinia phage vB_EamM_Huxley,,viruses,True,,,,11.53389934426747,19.0,1.0,19.0,94.737,57.0,10^-13.1379,,,,,,,,,,,,,,,,,,0,virus-phage
2664208,1,1985711,Acinetobacter phage vB_AbaP_APK44,,viruses,True,,,,2.4281893356352566,4.0,1.0,4.0,96.0,50.0,10^-11.6655,,,,,,,,,,,,,,,,,,0,virus-phage
2315465,1,1985711,Acinetobacter phage AJO2,,viruses,True,,,,,,,,,,,,,,,,10.926852010358656,18.0,1.0,18.0,58.389,149.0,10^-50.8508,,,,,,0,virus-phage
2767580,1,1985325,Klebsiella phage Metamorpho,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,70.8,48.0,10^-13.585,,,,,,0,virus-phage
2759182,1,1984776,Proteus phage 10,,viruses,True,,,,,,,,,,,,,,,,115.3389934426747,190.0,3.0,186.0,37.3741,350.673,10^-69.8727,,,,,,0,virus-phage
2060126,1,1984776,Erwinia phage vB_EamM_Bosolaphorus,,viruses,True,,,,,,,,,,,,,,,,24.28189335635257,40.0,1.0,40.0,26.471,204.0,10^-11.7825,,,,,,0,virus-phage
1775248,1,1982355,Pseudomonas phage AAT-1,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,62.5,48.0,10^-10.6364,,,,,,0,virus-phage
2041562,1,1982251,Propionibacterium phage MEAK,,viruses,True,,,,1.2140946678176283,2.0,,,95.528,246.0,10^-105.907,,,,,,1.2140946678176283,2.0,,,100.0,81.0,10^-50.8386,,,,,,0,virus-phage
2739754,1,1980929,Escherichia phage vB_EcoM_EC001,,viruses,True,,,,,,,,,,,,,,,,1.8211420017264424,3.0,,,45.5333,48.3333,10^-4.11078,,,,,,0,virus-phage
2136797,1,1980929,Salmonella phage SPAsTU,,viruses,True,,,,,,,,,,,,,,,,1.8211420017264424,3.0,,,47.312,93.0,10^-18.4763,,,,,,0,virus-phage
2234036,1,1980928,Staphylococcus phage Quidividi,,viruses,True,,,,,,,,,,,,,,,,29.74531936153189,49.0,1.0,48.0,71.917,71.5227,10^-22.3233,,,,,,0,virus-phage
2591403,1,1980921,Achromobacter phage Motura,,viruses,True,,,,,,,,,,,,,,,,1.2140946678176283,2.0,,,46.0,50.0,10^-4.33442,,,,,,0,virus-phage
2530033,1,1980921,Burkholderia phage BcepSauron,,viruses,True,,,,,,,,,,,,,,,,2.4281893356352566,4.0,,,40.9667,48.0,10^-4.0735,,,,,,0,virus-phage
2562463,1,1921544,Pseudomonas phage KP1,,viruses,True,,,,,,,,,,,,,,,,13.355041345993913,22.0,2.0,16.0,49.541,150.375,10^-40.1735,,,,,,0,virus-phage
1636189,1,1920762,Pseudomonas phage YH30,,viruses,True,,,,,,,,,,,,,,,,178.4719161691914,294.0,1.0,294.0,51.908,393.0,10^-128.936,,,,,,0,virus-phage
2099850,1,1920753,Klebsiella phage KP8,,viruses,True,,,,,,,,,,,,,,,,18.211420017264427,30.0,1.0,30.0,58.065,93.0,10^-22.3439,,,,,,0,virus-phage
2759218,1,1914852,Escherichia phage JEP1,,viruses,True,,,,,,,,,,,,,,,,1.2140946678176283,2.0,,,53.25,40.0,10^-3.45278,,,,,,0,virus-phage
1508680,1,1914852,Escherichia coli O157 typing phage 5,,viruses,True,,,,0.6070473339088142,1.0,,,97.222,36.0,10^-10.8537,,,,,,,,,,,,,,,,,,0,virus-phage
2562462,1,1912143,Aeromonas phage Asfd_1,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,53.8,52.0,10^-3.9393,,,,,,0,virus-phage
1970744,1,1857889,Staphylococcus phage qdsa001,,viruses,True,,,,1.2140946678176283,2.0,,,83.908,87.0,10^-27.6251,,,,,,,,,,,,,,,,,,0,virus-phage
2794364,1,1636618,Campylobacter phage F355,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,53.2,47.0,10^-6.66959,,,,,,0,virus-phage
2794362,1,1636618,Campylobacter phage F348,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,52.0,50.0,10^-9.09583,,,,,,0,virus-phage
2794361,1,1636618,Campylobacter phage F336,,viruses,True,,,,,,,,,,,,,,,,2.4281893356352566,4.0,,,42.6,47.0,10^-3.12843,,,,,,0,virus-phage
2794360,1,1636618,Campylobacter phage F207,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,53.3,45.0,10^-5.03763,,,,,,0,virus-phage
2136799,1,1636618,Campylobacter phage CP39,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,47.6,42.0,10^-3.15927,,,,,,0,virus-phage
2365012,1,1623304,Streptococcus phage CHPC1036,,viruses,True,,,,0.6070473339088142,1.0,,,100.0,36.0,10^-12.226,,,,,,,,,,,,,,,,,,0,virus-phage
2499037,1,1623276,Mycobacterium phage DrLupo,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,54.8,42.0,10^-5.42481,,,,,,0,virus-phage
2070722,1,1198137,Vibrio phage 1.081.O._10N.286.52.C2,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,74.5,47.0,10^-12.9136,,,,,,0,virus-phage
2601632,1,680115,Pseudomonas phage vB_PaeM_PS119XW,,viruses,True,,,,,,,,,,,,,,,,32.78055603107597,54.0,5.0,53.0,33.7933,185.091,10^-22.4065,,,,,,0,virus-phage
2562177,1,680115,Pseudomonas phage PA1C,,viruses,True,,,,,,,,,,,,,,,,3.642284003452885,6.0,,,50.84,47.0,10^-6.47076,,,,,,0,virus-phage
2530023,1,680115,Pseudomonas phage Psa21,,viruses,True,,,,,,,,,,,,,,,,35.20874536671123,58.0,2.0,56.0,39.06,173.095,10^-27.2851,,,,,,0,virus-phage
2006668,1,680115,Pseudomonas phage Phabio,,viruses,True,,,,,,,,,,,,,,,,24.888940690261386,41.0,1.0,37.0,35.3962,315.371,10^-38.8907,,,,,,0,virus-phage
998086,1,680115,Pseudomonas phage PhiPA3,,viruses,True,,,,,,,,,,,,,,,,37.02988736843766,61.0,2.0,56.0,34.7953,367.294,10^-46.6616,,,,,,0,virus-phage
198110,1,680115,Pseudomonas phage 201phi2-1,,viruses,True,,,,,,,,,,,,,,,,6.070473339088142,10.0,1.0,7.0,36.2887,119.75,10^-13.1949,,,,,,0,virus-phage
2079259,1,371730,Escherichia phage PMBT57,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,47.8,46.0,10^-3.383,,,,,,0,virus-phage
1327770,1,186764,Mycobacterium phage HINdeR,,viruses,True,,,,,,,,,,,,,,,,1.2140946678176283,2.0,,,68.2,44.0,10^-10.4802,,,,,,0,virus-phage
2759599,1,-200,Bacteroides phage Bacuni_F1,,viruses,True,,,,,,,,,,,,,,,,3.035236669544071,5.0,,,76.8528,64.8,10^-26.263,,,,,,0,virus-phage
2710500,1,-200,Bacteroides phage DAC22,,viruses,True,,,,1.2140946678176283,2.0,,,87.302,63.0,10^-19.531,,,,,,,,,,,,,,,,,,0,virus-phage
2558871,1,-200,Streptococcus satellite phage Javan99,,viruses,True,,,,5.463426005179328,9.0,,,89.8893,99.0,10^-41.3252,,,,,,,,,,,,,,,,,,0,virus-phage
2558870,1,-200,Streptococcus satellite phage Javan98,,viruses,True,,,,1.8211420017264424,3.0,,,98.305,118.0,10^-65.2329,,,,,,,,,,,,,,,,,,0,virus-phage
2558811,1,-200,Streptococcus satellite phage Javan70,,viruses,True,,,,2.4281893356352566,4.0,,,86.137,100.25,10^-35.9973,,,,,,,,,,,,,,,,,,0,virus-phage
2558803,1,-200,Streptococcus satellite phage Javan647,,viruses,True,,,,0.6070473339088142,1.0,,,94.872,39.0,10^-11.5051,,,,,,,,,,,,,,,,,,0,virus-phage
2558796,1,-200,Streptococcus satellite phage Javan632,,viruses,True,,,,1.8211420017264424,3.0,,,92.208,131.0,10^-62.2257,,,,,,,,,,,,,,,,,,0,virus-phage
2558788,1,-200,Streptococcus satellite phage Javan620,,viruses,True,,,,0.6070473339088142,1.0,,,98.361,61.0,10^-27.7793,,,,,,,,,,,,,,,,,,0,virus-phage
2558779,1,-200,Streptococcus satellite phage Javan61,,viruses,True,,,,1.2140946678176283,2.0,,,91.752,91.0,10^-35.2479,,,,,,,,,,,,,,,,,,0,virus-phage
2558765,1,-200,Streptococcus satellite phage Javan595,,viruses,True,,,,1.2140946678176283,2.0,,,85.883,134.5,10^-53.1681,,,,,,,,,,,,,,,,,,0,virus-phage
2558761,1,-200,Streptococcus satellite phage Javan591,,viruses,True,,,,1.2140946678176283,2.0,,,86.4185,110.5,10^-42.2743,,,,,,,,,,,,,,,,,,0,virus-phage
2558755,1,-200,Streptococcus satellite phage Javan574,,viruses,True,,,,4.249331337361699,7.0,,,90.5953,102.667,10^-42.9386,,,,,,,,,,,,,,,,,,0,virus-phage
2558733,1,-200,Streptococcus satellite phage Javan54,,viruses,True,,,,4.249331337361699,7.0,,,90.2977,122.167,10^-53.9119,,,,,,1.2140946678176283,2.0,,,82.05,49.5,10^-16.7722,,,,,,0,virus-phage
2558702,1,-200,Streptococcus satellite phage Javan434,,viruses,True,,,,1.2140946678176283,2.0,,,83.752,118.5,10^-40.8885,,,,,,,,,,,,,,,,,,0,virus-phage
2558695,1,-200,Streptococcus satellite phage Javan421,,viruses,True,,,,1.2140946678176283,2.0,,,94.3095,102.5,10^-50.5961,,,,,,,,,,,,,,,,,,0,virus-phage
2558694,1,-200,Streptococcus satellite phage Javan419,,viruses,True,,,,1.2140946678176283,2.0,,,90.698,43.0,10^-11.4627,,,,,,,,,,,,,,,,,,0,virus-phage
2558693,1,-200,Streptococcus satellite phage Javan418,,viruses,True,,,,1.8211420017264424,3.0,,,87.1453,89.0,10^-31.7585,,,,,,,,,,,,,,,,,,0,virus-phage
2558691,1,-200,Streptococcus satellite phage Javan416,,viruses,True,,,,1.2140946678176283,2.0,,,94.0395,151.0,10^-78.1633,,,,,,,,,,,,,,,,,,0,virus-phage
2558677,1,-200,Streptococcus satellite phage Javan397,,viruses,True,,,,0.6070473339088142,1.0,,,90.217,92.0,10^-37.8936,,,,,,,,,,,,,,,,,,0,virus-phage
2558669,1,-200,Streptococcus satellite phage Javan379,,viruses,True,,,,0.6070473339088142,1.0,,,92.424,66.0,10^-25.6865,,,,,,,,,,,,,,,,,,0,virus-phage
2558662,1,-200,Streptococcus satellite phage Javan364,,viruses,True,,,,0.6070473339088142,1.0,,,94.444,36.0,10^-9.48129,,,,,,,,,,,,,,,,,,0,virus-phage
2558651,1,-200,Streptococcus satellite phage Javan343,,viruses,True,,,,1.2140946678176283,2.0,,,95.349,43.0,10^-14.2074,,,,,,,,,,,,,,,,,,0,virus-phage
2558649,1,-200,Streptococcus satellite phage Javan341,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,91.8,49.0,10^-22.2269,,,,,,0,virus-phage
2558633,1,-200,Streptococcus satellite phage Javan319,,viruses,True,,,,0.6070473339088142,1.0,,,89.583,96.0,10^-39.2475,,,,,,,,,,,,,,,,,,0,virus-phage
2558624,1,-200,Streptococcus satellite phage Javan304,,viruses,True,,,,0.6070473339088142,1.0,,,95.522,67.0,10^-29.1109,,,,,,,,,,,,,,,,,,0,virus-phage
2558622,1,-200,Streptococcus satellite phage Javan302,,viruses,True,,,,0.6070473339088142,1.0,,,85.833,120.0,10^-46.0124,,,,,,,,,,,,,,,,,,0,virus-phage
2558595,1,-200,Streptococcus satellite phage Javan259,,viruses,True,,,,1.2140946678176283,2.0,,,95.6955,151.0,10^-81.5943,,,,,,1.2140946678176283,2.0,,,99.0,50.0,10^-22.7055,,,,,,0,virus-phage
2558594,1,-200,Streptococcus satellite phage Javan257,,viruses,True,,,,,,,,,,,,,,,,5.463426005179328,9.0,,,67.8392,113.6,10^-51.9188,,,,,,0,virus-phage
2558593,1,-200,Streptococcus satellite phage Javan256,,viruses,True,,,,1.8211420017264424,3.0,,,92.982,114.0,10^-54.2689,,,,,,98.3416680932279,162.0,1.0,162.0,94.617,483.0,10^-307.653,,,,,,0,virus-phage
2558581,1,-200,Streptococcus satellite phage Javan228,,viruses,True,,,,0.6070473339088142,1.0,,,89.474,57.0,10^-18.2021,,,,,,,,,,,,,,,,,,0,virus-phage
2558563,1,-200,Streptococcus satellite phage Javan200,,viruses,True,,,,0.6070473339088142,1.0,,,90.278,72.0,10^-27.0211,,,,,,,,,,,,,,,,,,0,virus-phage
2558562,1,-200,Streptococcus satellite phage Javan2,,viruses,True,,,,2.4281893356352566,4.0,1.0,4.0,87.179,117.0,10^-25.7773,,,,,,,,,,,,,,,,,,0,virus-phage
2558560,1,-200,Streptococcus satellite phage Javan195,,viruses,True,,,,0.6070473339088142,1.0,,,85.43,151.0,10^-60.3225,,,,,,,,,,,,,,,,,,0,virus-phage
2558558,1,-200,Streptococcus satellite phage Javan193,,viruses,True,,,,1.8211420017264424,3.0,,,91.5743,60.0,10^-21.1615,,,,,,,,,,,,,,,,,,0,virus-phage
2558530,1,-200,Streptococcus satellite phage Javan120,,viruses,True,,,,1.2140946678176283,2.0,,,93.75,48.0,10^-16.2182,,,,,,,,,,,,,,,,,,0,virus-phage
2558528,1,-200,Streptococcus satellite phage Javan114,,viruses,True,,,,0.6070473339088142,1.0,,,80.519,77.0,10^-19.4439,,,,,,,,,,,,,,,,,,0,virus-phage
2100421,1,-200,uncultured Caudovirales phage,,viruses,True,,,,0.6070473339088142,1.0,,,69.048,84.0,10^-9.11332,,,,,,39.45807670407292,65.0,4.0,35.0,55.3456,73.9259,10^-16.8053,,,,,,0,virus-phage
1860190,1,-200,Streptococcus phage phiJH1301-3,,viruses,True,,,,0.6070473339088142,1.0,,,90.588,85.0,10^-33.1247,,,,,,,,,,,,,,,,,,0,virus-phage
350104,1,-200,Streptococcus phage 700P1,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,63.6,44.0,10^-7.0575,,,,,,0,virus-phage
278008,1,-200,uncultured phage,,viruses,True,,,,1.2140946678176283,2.0,,,88.4325,51.5,10^-13.1109,,,,,,,,,,,,,,,,,,0,virus-phage
38018,1,-200,Bacteriophage sp.,,viruses,True,,,,1.2140946678176283,2.0,,,86.765,68.0,10^-21.5564,,,,,,78.30910607423704,129.0,3.0,124.0,44.9688,262.991,10^-64.7672,,,,,,0,virus-phage
2777368,1,-200010662,Serratia phage vB_SmaM_Yaphecito,,viruses,True,,,,,,,,,,,,,,,,14.56913601381154,24.0,1.0,24.0,37.931,145.0,10^-25.5935,,,,,,0,virus-phage
2769337,1,-200010662,Xanthomonas phage Xoo-sp14,,viruses,True,,,,,,,,,,,,,,,,84.37957941332517,139.0,7.0,111.0,37.2537,190.421,10^-31.4063,,,,,,0,virus-phage
2767581,1,-200010662,Klebsiella phage Miami,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,36.2,47.0,10^-4.22257,,,,,,0,virus-phage
2762667,1,-200010662,Vibrio phage vB_pir03,,viruses,True,,,,,,,,,,,,,,,,1.8211420017264424,3.0,,,47.7613,59.3333,10^-10.4446,,,,,,0,virus-phage
2749430,1,-200010662,Pseudomonas phage Persinger,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,77.6,49.0,10^-13.172,,,,,,0,virus-phage
2743402,1,-200010662,Ralstonia phage RP13,,viruses,True,,,,,,,,,,,,,,,,14.56913601381154,24.0,1.0,4.0,48.8177,66.8947,10^-12.1325,,,,,,0,virus-phage
2739752,1,-200010662,Salmonella phage vB_SalM_SA002,,viruses,True,,,,,,,,,,,,,,,,3.642284003452885,6.0,,,48.6,47.2,10^-5.55461,,,,,,0,virus-phage
2729539,1,-200010662,Buttiauxella phage vB_ButM_GuL6,,viruses,True,,,,5.463426005179328,9.0,,,80.0,55.0,10^-9.98342,,,,,,,,,,,,,,,,,,0,virus-phage
2711165,1,-200010662,Vibrio phage vB_VcorM_GR7B,,viruses,True,,,,,,,,,,,,,,,,2.4281893356352566,4.0,,,56.0333,47.6667,10^-8.08854,,,,,,0,virus-phage
2711164,1,-200010662,Vibrio phage vB_VcorM_GR11A,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,67.3,49.0,10^-11.4214,,,,,,0,virus-phage
2674978,1,-200010662,Synechococcus phage B3,,viruses,True,,,,,,,,,,,,,,,,13.355041345993913,22.0,2.0,22.0,38.8764,198.2,10^-35.6818,,,,,,0,virus-phage
2660693,1,-200010662,Vibrio phage vB_VhaM_VH-8,,viruses,True,,,,,,,,,,,,,,,,1.2140946678176283,2.0,,,47.7,42.0,10^-4.6157,,,,,,0,virus-phage
2651067,1,-200010662,Edwardsiella phage vB_EtaM_ET-ABTNL-9,,viruses,True,,,,,,,,,,,,,,,,10.31980467644984,17.0,2.0,17.0,42.1517,171.25,10^-30.1054,,,,,,0,virus-phage
2608368,1,-200010662,Serratia phage PCH45,,viruses,True,,,,,,,,,,,,,,,,10.926852010358656,18.0,2.0,18.0,44.5272,125.4,10^-30.1349,,,,,,0,virus-phage
2591406,1,-200010662,Aeromonas phage PS1,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,56.8,44.0,10^-5.58004,,,,,,0,virus-phage
2589665,1,-200010662,Panteoa phage Kyle,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,57.4,47.0,10^-9.85078,,,,,,0,virus-phage
2588518,1,-200010662,Aeromonas phage 4_L372D,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,64.3,42.0,10^-9.9101,,,,,,0,virus-phage
2588097,1,-200010662,Aeromonas phage 2-L372D,,viruses,True,,,,,,,,,,,,,,,,1.2140946678176283,2.0,,,45.4,48.5,10^-4.08485,,,,,,0,virus-phage
2587814,1,-200010662,Serratia phage Moabite,,viruses,True,,,,,,,,,,,,,,,,3.035236669544071,5.0,,,48.3856,69.4,10^-11.7652,,,,,,0,virus-phage
2508852,1,-200010662,Vibrio phage phiVa1,,viruses,True,,,,,,,,,,,,,,,,135.37155546166557,223.0,14.0,159.0,49.5365,161.866,10^-39.6727,,,,,,0,virus-phage
2500766,1,-200010662,Vibrio phage vB_VmeM-Yong XC31,,viruses,True,,,,,,,,,,,,,,,,55.24130738570209,91.0,2.0,90.0,40.2242,155.901,10^-23.4519,,,,,,0,virus-phage
2500762,1,-200010662,Shigella phage vB_SdyM_006,,viruses,True,,,,0.6070473339088142,1.0,,,92.105,38.0,10^-9.45781,,,,,,,,,,,,,,,,,,0,virus-phage
2419736,1,-200010662,Aeromonas phage AsFcp_2,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,60.4,48.0,10^-10.7235,,,,,,0,virus-phage
2301649,1,-200010662,Escherichia phage vB_EcoM_IME392,,viruses,True,,,,,,,,,,,,,,,,3.035236669544071,5.0,,,43.9652,79.4,10^-14.397,,,,,,0,virus-phage
2301536,1,-200010662,Thermus phage phiLo,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,54.9,51.0,10^-8.01189,,,,,,0,virus-phage
2283011,1,-200010662,Vibrio phage BONAISHI,,viruses,True,,,,,,,,,,,,,,,,4.249331337361699,7.0,1.0,5.0,36.9693,131.857,10^-21.9608,,,,,,0,virus-phage
2065203,1,-200010662,Proteus phage phiP4-3,,viruses,True,,,,,,,,,,,,,,,,156.61821214847407,258.0,1.0,258.0,46.491,114.0,10^-23.5467,,,,,,0,virus-phage
2053701,1,-200010662,Aeromonas phage Ah1,,viruses,True,,,,,,,,,,,,,,,,1.2140946678176283,2.0,,,80.0,50.0,10^-15.8861,,,,,,0,virus-phage
2042251,1,-200010662,Xanthomonas phage XacN1,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,57.9,38.0,10^-5.83268,,,,,,0,virus-phage
2024252,1,-200010662,Serratia phage 2050HW,,viruses,True,,,,,,,,,,,,,,,,17.604372683355614,29.0,1.0,24.0,43.9976,156.667,10^-43.7522,,,,,,0,virus-phage
2024208,1,-200010662,Aeromonas phage AS-zj,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,61.2,49.0,10^-12.7905,,,,,,0,virus-phage
1958921,1,-200010662,Vibrio phage pVa-21,,viruses,True,,,,,,,,,,,,,,,,22.46075135462613,37.0,3.0,33.0,32.4385,161.781,10^-15.7395,,,,,,0,virus-phage
1913046,1,-200010662,Pseudoalteromonas phage PH357,,viruses,True,,,,,,,,,,,,,,,,1.8211420017264424,3.0,,,73.3,30.0,10^-3.81248,,,,,,0,virus-phage
1881390,1,-200010662,Vibrio phage 1.170.O._10N.261.52.C3,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,61.2,49.0,10^-9.77469,,,,,,0,virus-phage
1881340,1,-200010662,Vibrio phage 1.161.O._10N.261.48.C5,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,52.8,36.0,10^-3.38195,,,,,,0,virus-phage
1857647,1,-200010662,Phage NCTB,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,49.0,49.0,10^-8.01144,,,,,,0,virus-phage
1852628,1,-200010662,Morganella phage vB_MmoM_MP1,,viruses,True,,,,,,,,,,,,,,,,3.642284003452885,6.0,1.0,4.0,42.0353,117.167,10^-15.4494,,,,,,0,virus-phage
1815509,1,-200010662,Bacillus phage AR9,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,58.0,50.0,10^-13.1972,,,,,,0,virus-phage
1719140,1,-200010662,Klebsiella phage vB_KpnM_KB57,,viruses,True,,,,,,,,,,,,,,,,88.62891075068687,146.0,1.0,146.0,36.966,679.0,10^-129.943,,,,,,0,virus-phage
1150991,1,-200010662,Sphingomonas phage PAU,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,50.0,50.0,10^-4.47237,,,,,,0,virus-phage
762660,1,-200010662,Acinetobacter phage Ac42,,viruses,True,,,,,,,,,,,,,,,,1.8211420017264424,3.0,,,62.4667,42.3333,10^-8.68914,,,,,,0,virus-phage
760732,1,-200010662,Acinetobacter phage Acj61,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,79.5,39.0,10^-8.82391,,,,,,0,virus-phage
754075,1,-200010662,Vibrio phage 11895-B1,,viruses,True,,,,0.6070473339088142,1.0,,,97.561,41.0,10^-14.2281,,,,,,0.6070473339088142,1.0,,,50.0,44.0,10^-4.74473,,,,,,0,virus-phage
683735,1,-200010662,Aggregatibacter phage S1249,,viruses,True,,,,1.8211420017264424,3.0,,,94.0477,56.0,10^-21.1833,,,,,,,,,,,,,,,,,,0,virus-phage
483266,1,-200010662,Haemophilus phage SuMu,,viruses,True,,,,0.6070473339088142,1.0,,,93.043,115.0,10^-54.9513,,,,,,,,,,,,,,,,,,0,virus-phage
230158,1,-200010662,Haemophilus phage Aaphi23,,viruses,True,,,,,,,,,,,,,,,,1.2140946678176283,2.0,,,72.727,55.0,10^-20.8041,,,,,,0,virus-phage
2769326,1,-200010699,Streptomyces phage phiRKBJ001,,viruses,True,,,,,,,,,,,,,,,,1.8211420017264424,3.0,,,51.1,47.0,10^-8.47625,,,,,,0,virus-phage
2743982,1,-200010699,Gordonia Phage Jablanski,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,69.7,33.0,10^-5.88606,,,,,,0,virus-phage
2743913,1,-200010699,Gordonia phage Jodelie19,,viruses,True,,,,,,,,,,,,,,,,0.6070473339088142,1.0,,,69.4,49.0,10^-14.7905,,,,,,0,virus-phage
2736817,1,-200010699,Enterococcus phage vB_EhiS_268,,viruses,True,,,,,,,,,,,,,,,,1.2140946678176283,2.0,,,52.4,42.0,10^-7.16305,,,,,,0,virus-phage
2723907,1,-200010699,Pseudomonas phage 8P,,viruses,True,,,,,,,,,,,,,,,,7.891615340814584,13.0,1.0,13.0,43.878,98.0,10^-17.129,,,,,,0,virus-phage
2686313,1,-200010699,Sphingomonas phage Lucius,,viruses,True,,,,,,,,,,,,,,,,1.2140946678176283,2.0,,,56.1,49.0,10^-5.77637,,,,,,0,virus-phage
