tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen,group
2591041,1,2169642,Achromobacter phage vB_AxyP_19-32_Axy10,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,67.3,49.0,10^-13.1649,,,,,,0,virus-phage
2048976,1,2169642,Pseudomonas phage inbricus,,viruses,True,,,,,,,,,,,,,,,,0.9515107083601894,3.0,,,58.763,97.0,10^-35.3655,,,,,,0,virus-phage
2653640,1,1985711,Acinetobacter phage vB_AbaP_PMK34,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,53.8,52.0,10^-7.1152,,,,,,0,virus-phage
2759182,1,1984776,Proteus phage 10,,viruses,True,,,,,,,,,,,,,,,,13.955490389282776,44.0,2.0,38.0,36.613,141.486,10^-19.5529,,,,,,0,virus-phage
2015833,1,1983734,Mycobacterium phage Ksquared,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,64.4,45.0,10^-11.3478,,,,,,0,virus-phage
2601693,1,1982879,Streptomyces phage Saftant,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,53.1,49.0,10^-5.34008,,,,,,0,virus-phage
2178928,1,1982576,Erwinia phage phiEaP-8,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,46.9,49.0,10^-7.46597,,,,,,0,virus-phage
2746072,1,1982355,Xanthomonas phage Xp12,,viruses,True,,,,0.6343404722401262,2.0,,,87.209,86.0,10^-31.061,,,,,,300.0430433695797,946.0,1.0,946.0,79.935,309.0,10^-158.854,,,,,,0,virus-phage
2674976,1,1982355,Xanthomonas phage Bosa,,viruses,True,,,,0.6343404722401262,2.0,,,89.655,58.0,10^-18.8808,,,,,,517.621825347943,1632.0,2.0,1632.0,42.7418,817.484,10^-169.072,,,,,,0,virus-phage
1852622,1,1982355,Xanthomonas phage Xoo-sp2,,viruses,True,,,,,,,,,,,,,,,,558.8539560435512,1762.0,2.0,1762.0,63.9829,648.063,10^-307.653,,,,,,0,virus-phage
1775248,1,1982355,Pseudomonas phage AAT-1,,viruses,True,,,,0.3171702361200631,1.0,,,87.023,131.0,10^-53.5224,,,,,,,,,,,,,,,,,,0,virus-phage
2686222,1,1982251,Cutibacterium phage P107A,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,92.6,27.0,10^-7.65956,,,,,,0,virus-phage
2079410,1,1982251,Propionibacterium phage pa63,,viruses,True,,,,0.6343404722401262,2.0,,,99.167,240.0,10^-117.365,,,,,,,,,,,,,,,,,,0,virus-phage
1690808,1,1982251,Propionibacterium phage PAC4,,viruses,True,,,,,,,,,,,,,,,,0.6343404722401262,2.0,,,100.0,80.0,10^-42.8097,,,,,,0,virus-phage
1654780,1,1982251,Propionibacterium phage Enoki,,viruses,True,,,,0.3171702361200631,1.0,,,98.013,151.0,10^-86.3976,,,,,,,,,,,,,,,,,,0,virus-phage
2660687,1,1982239,Pseudomonas phage Quinobequin-P09,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,76.9,26.0,10^-4.28567,,,,,,0,virus-phage
1970800,1,1982239,Pseudomonas phage JG054,,viruses,True,,,,,,,,,,,,,,,,0.6343404722401262,2.0,,,67.4,43.0,10^-7.15332,,,,,,0,virus-phage
1772313,1,1982099,Arthrobacter phage Rings,,viruses,True,,,,,,,,,,,,,,,,11.418128500322272,36.0,2.0,36.0,41.5699,275.615,10^-64.9989,,,,,,0,virus-phage
2591403,1,1980921,Achromobacter phage Motura,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,57.4,47.0,10^-5.59346,,,,,,0,virus-phage
2530032,1,1980921,Burkholderia phage BcepSaruman,,viruses,True,,,,,,,,,,,,,,,,4.757553541800947,15.0,1.0,15.0,36.667,90.0,10^-14.7144,,,,,,0,virus-phage
1883203,1,1921553,Escherichia phage Greed,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,69.6,46.0,10^-10.2007,,,,,,0,virus-phage
2746928,1,1921544,Pseudomonas phage vB_PaeS-Yazdi-M,,viruses,True,,,,,,,,,,,,,,,,1.2686809444802525,4.0,1.0,4.0,50.0,106.0,10^-26.8928,,,,,,0,virus-phage
2099850,1,1920753,Klebsiella phage KP8,,viruses,True,,,,,,,,,,,,,,,,0.6343404722401262,2.0,,,78.0,50.0,10^-21.8861,,,,,,0,virus-phage
2696422,1,1913652,Escherichia phage mogra,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,62.5,32.0,10^-5.76195,,,,,,0,virus-phage
2479933,1,1913652,Escherichia phage p000v,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,62.5,32.0,10^-5.76195,,,,,,0,virus-phage
2059878,1,1911929,Bacillus phage BCP01,,viruses,True,,,,,,,,,,,,,,,,10.14944755584202,32.0,1.0,32.0,31.273,275.0,10^-16.3595,,,,,,0,virus-phage
2794373,1,1636618,Campylobacter phage F370,,viruses,True,,,,,,,,,,,,,,,,1.5858511806003155,5.0,,,45.679,81.0,10^-17.9101,,,,,,0,virus-phage
1541690,1,1636618,Campylobacter phage PC5,,viruses,True,,,,,,,,,,,,,,,,10.783788028082146,34.0,1.0,34.0,47.0,100.0,10^-22.5544,,,,,,0,virus-phage
2419977,1,1623306,Mycobacterium phage BoostSeason,,viruses,True,,,,0.9515107083601894,3.0,,,84.02,93.6667,10^-14.6738,,,,,,,,,,,,,,,,,,0,virus-phage
2653764,1,1623281,Mycobacterium phage Minnie,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,48.8,43.0,10^-3.58004,,,,,,0,virus-phage
2163591,1,1623281,Mycobacterium phage DillTech15,,viruses,True,,,,,,,,,,,,,,,,0.6343404722401262,2.0,,,55.1,49.0,10^-7.57675,,,,,,0,virus-phage
2599882,1,1623278,Mycobacterium phage Tourach,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,47.9,48.0,10^-3.24795,,,,,,0,virus-phage
2601632,1,680115,Pseudomonas phage vB_PaeM_PS119XW,,viruses,True,,,,,,,,,,,,,,,,0.6343404722401262,2.0,,,64.35,47.5,10^-11.2666,,,,,,0,virus-phage
2562177,1,680115,Pseudomonas phage PA1C,,viruses,True,,,,,,,,,,,,,,,,2.537361888960505,8.0,1.0,6.0,45.4,83.3333,10^-13.5406,,,,,,0,virus-phage
2006668,1,680115,Pseudomonas phage Phabio,,viruses,True,,,,,,,,,,,,,,,,4.440383305680884,14.0,1.0,10.0,43.6684,83.9,10^-14.8121,,,,,,0,virus-phage
998086,1,680115,Pseudomonas phage PhiPA3,,viruses,True,,,,,,,,,,,,,,,,23.153427236764607,73.0,3.0,66.0,34.3484,177.288,10^-23.8858,,,,,,0,virus-phage
198110,1,680115,Pseudomonas phage 201phi2-1,,viruses,True,,,,,,,,,,,,,,,,3.488872597320694,11.0,1.0,8.0,41.8188,127.3,10^-25.7111,,,,,,0,virus-phage
1195069,1,186764,Mycobacteriophage ElTiger69,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,60.6,33.0,10^-6.84164,,,,,,0,virus-phage
2759599,1,-200,Bacteroides phage Bacuni_F1,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,56.4,39.0,10^-3.4023,,,,,,0,virus-phage
2718480,1,-200,Phage 67_12,,viruses,True,,,,1.2686809444802525,4.0,,,94.737,57.0,10^-22.3192,,,,,,,,,,,,,,,,,,0,virus-phage
2100421,1,-200,uncultured Caudovirales phage,,viruses,True,,,,32.351364084246434,102.0,1.0,89.0,88.2435,155.986,10^-43.7605,,,,,,349.8387704404296,1103.0,23.0,1063.0,40.7675,319.339,10^-68.9822,,,,,,0,virus-phage
38018,1,-200,Bacteriophage sp.,,viruses,True,,,,,,,,,,,,,,,,2.220191652840442,7.0,,,67.04,42.4,10^-9.54527,,,,,,0,virus-phage
2787015,1,-200010662,Serratia phage 4S,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,62.5,48.0,10^-9.12784,,,,,,0,virus-phage
2769337,1,-200010662,Xanthomonas phage Xoo-sp14,,viruses,True,,,,,,,,,,,,,,,,30.131172431406,95.0,6.0,76.0,36.8263,142.41,10^-15.2301,,,,,,0,virus-phage
2767570,1,-200010662,Achromobacter phage Mano,,viruses,True,,,,0.9515107083601894,3.0,,,97.561,41.0,10^-14.2281,,,,,,0.3171702361200631,1.0,,,70.0,50.0,10^-13.2993,,,,,,0,virus-phage
2762667,1,-200010662,Vibrio phage vB_pir03,,viruses,True,,,,,,,,,,,,,,,,52.65025919593048,166.0,1.0,165.0,35.5159,202.681,10^-19.4306,,,,,,0,virus-phage
2739752,1,-200010662,Salmonella phage vB_SalM_SA002,,viruses,True,,,,,,,,,,,,,,,,18.713043931083725,59.0,3.0,44.0,41.1342,173.66,10^-27.9341,,,,,,0,virus-phage
2712956,1,-200010662,Ochrobactrum phage vB_OspM_OC,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,73.5,49.0,10^-13.1649,,,,,,0,virus-phage
2711165,1,-200010662,Vibrio phage vB_VcorM_GR7B,,viruses,True,,,,,,,,,,,,,,,,6.660574958521325,21.0,1.0,18.0,41.568,172.529,10^-35.7592,,,,,,0,virus-phage
2711164,1,-200010662,Vibrio phage vB_VcorM_GR11A,,viruses,True,,,,,,,,,,,,,,,,16.49285227824328,52.0,1.0,50.0,28.3211,244.474,10^-21.4681,,,,,,0,virus-phage
2696379,1,-200010662,Escherichia phage alia,,viruses,True,,,,0.3171702361200631,1.0,,,97.561,41.0,10^-14.2281,,,,,,,,,,,,,,,,,,0,virus-phage
2608368,1,-200010662,Serratia phage PCH45,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,40.0,45.0,10^-3.55752,,,,,,0,virus-phage
2587814,1,-200010662,Serratia phage Moabite,,viruses,True,,,,,,,,,,,,,,,,4.440383305680884,14.0,1.0,9.0,41.2673,129.583,10^-19.3705,,,,,,0,virus-phage
2508852,1,-200010662,Vibrio phage phiVa1,,viruses,True,,,,,,,,,,,,,,,,1.9030214167203787,6.0,1.0,6.0,51.24,121.0,10^-33.4271,,,,,,0,virus-phage
2500766,1,-200010662,Vibrio phage vB_VmeM-Yong XC31,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,51.2,43.0,10^-6.11634,,,,,,0,virus-phage
2283011,1,-200010662,Vibrio phage BONAISHI,,viruses,True,,,,,,,,,,,,,,,,5.07472377792101,16.0,1.0,6.0,46.6463,67.9231,10^-10.0271,,,,,,0,virus-phage
2201420,1,-200010662,Ralstonia phage phiRSP,,viruses,True,,,,0.3171702361200631,1.0,,,88.732,71.0,10^-24.9686,,,,,,,,,,,,,,,,,,0,virus-phage
2094572,1,-200010662,Alteromonadaceae phage B23,,viruses,True,,,,1.2686809444802525,4.0,,,91.071,56.0,10^-18.896,,,,,,,,,,,,,,,,,,0,virus-phage
2024252,1,-200010662,Serratia phage 2050HW,,viruses,True,,,,,,,,,,,,,,,,1.5858511806003155,5.0,,,50.0,49.3333,10^-6.34437,,,,,,0,virus-phage
1958921,1,-200010662,Vibrio phage pVa-21,,viruses,True,,,,,,,,,,,,,,,,1.2686809444802525,4.0,,,44.6845,63.75,10^-10.4915,,,,,,0,virus-phage
1913046,1,-200010662,Pseudoalteromonas phage PH357,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,52.0,50.0,10^-5.56067,,,,,,0,virus-phage
1903259,1,-200010662,Vibrio phage CKB-S1,,viruses,True,,,,,,,,,,,,,,,,1.2686809444802525,4.0,1.0,4.0,62.069,58.0,10^-15.4559,,,,,,0,virus-phage
1883374,1,-200010662,Erwinia phage vB_EamM_Kwan,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,48.0,50.0,10^-3.24413,,,,,,0,virus-phage
1881340,1,-200010662,Vibrio phage 1.161.O._10N.261.48.C5,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,55.1,49.0,10^-9.09528,,,,,,0,virus-phage
1864622,1,-200010662,Enterobacter phage Arya,,viruses,True,,,,0.3171702361200631,1.0,,,84.27,89.0,10^-28.9876,,,,,,,,,,,,,,,,,,0,virus-phage
1857647,1,-200010662,Phage NCTB,,viruses,True,,,,,,,,,,,,,,,,78.97538879389572,249.0,8.0,242.0,39.6109,207.418,10^-36.6882,,,,,,0,virus-phage
1775142,1,-200010662,Vibrio phage vB_VmeM-32,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,44.9,49.0,10^-3.383,,,,,,0,virus-phage
1161927,1,-200010662,Pseudomonas phage Lu11,,viruses,True,,,,,,,,,,,,,,,,21.56757605616429,68.0,2.0,67.0,30.0456,261.471,10^-28.5032,,,,,,0,virus-phage
1150991,1,-200010662,Sphingomonas phage PAU,,viruses,True,,,,,,,,,,,,,,,,0.6343404722401262,2.0,,,53.5,43.0,10^-6.33442,,,,,,0,virus-phage
1079999,1,-200010662,Synechococcus phage metaG-MbCM1,,viruses,True,,,,,,,,,,,,,,,,1.2686809444802525,4.0,,,63.95,48.5,10^-15.2634,,,,,,0,virus-phage
760732,1,-200010662,Acinetobacter phage Acj61,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,58.0,50.0,10^-9.78252,,,,,,0,virus-phage
683735,1,-200010662,Aggregatibacter phage S1249,,viruses,True,,,,0.9515107083601894,3.0,,,89.189,74.0,10^-27.0092,,,,,,,,,,,,,,,,,,0,virus-phage
335924,1,-200010662,Cyanobacteria phage AS-1,,viruses,True,,,,3.488872597320694,11.0,1.0,8.0,82.157,175.667,10^-37.5071,,,,,,,,,,,,,,,,,,0,virus-phage
331278,1,-200010662,Yersinia phage phiR1-37,,viruses,True,,,,,,,,,,,,,,,,0.6343404722401262,2.0,,,56.1,41.0,10^-9.64016,,,,,,0,virus-phage
230158,1,-200010662,Haemophilus phage Aaphi23,,viruses,True,,,,0.6343404722401262,2.0,,,87.6015,108.5,10^-42.3053,,,,,,,,,,,,,,,,,,0,virus-phage
2793708,1,-200010699,Streptomyces phage TurkishDelight,,viruses,True,,,,,,,,,,,,,,,,5.07472377792101,16.0,1.0,16.0,37.173,191.0,10^-33.9469,,,,,,0,virus-phage
2762278,1,-200010699,Microcystis phage vB_MaeS-yong1,,viruses,True,,,,0.9515107083601894,3.0,,,89.0453,94.3333,10^-37.6541,,,,,,,,,,,,,,,,,,0,virus-phage
2743998,1,-200010699,Rhodococcus phage NiceHouse,,viruses,True,,,,,,,,,,,,,,,,2.220191652840442,7.0,,,53.4487,62.3333,10^-14.6551,,,,,,0,virus-phage
2740427,1,-200010699,Stenotrophomonas phage vB_SmaS-AXL_3,,viruses,True,,,,,,,,,,,,,,,,0.6343404722401262,2.0,,,71.25,43.0,10^-10.4798,,,,,,0,virus-phage
2736239,1,-200010699,Psychrobacillus phage Spoks,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,48.0,50.0,10^-5.70115,,,,,,0,virus-phage
2723907,1,-200010699,Pseudomonas phage 8P,,viruses,True,,,,0.9515107083601894,3.0,,,95.6667,43.3333,10^-14.4353,,,,,,2.854532125080568,9.0,,,68.4999,67.4286,10^-24.6784,,,,,,0,virus-phage
2713246,1,-200010699,Bifidobacterium phage BigBern1,,viruses,True,,,,0.3171702361200631,1.0,,,87.5,48.0,10^-12.1011,,,,,,,,,,,,,,,,,,0,virus-phage
2696338,1,-200010699,Brevundimonas phage vB_BsubS-Delta,,viruses,True,,,,0.3171702361200631,1.0,,,89.062,64.0,10^-21.5828,,,,,,,,,,,,,,,,,,0,virus-phage
2686311,1,-200010699,Sphingomonas phage Eidolon,,viruses,True,,,,,,,,,,,,,,,,0.9515107083601894,3.0,,,55.1,49.0,10^-5.74473,,,,,,0,virus-phage
2674975,1,-200010699,Xanthomonas phage Suba,,viruses,True,,,,,,,,,,,,,,,,1.5858511806003155,5.0,,,42.857,77.0,10^-14.6882,,,,,,0,virus-phage
2664406,1,-200010699,Streptococcus phage phi-SsuSSJ28_rum,,viruses,True,,,,0.6343404722401262,2.0,,,95.238,42.0,10^-13.5315,,,,,,,,,,,,,,,,,,0,virus-phage
2601686,1,-200010699,Gordonia phage Chikenjars,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,72.0,50.0,10^-13.9788,,,,,,0,virus-phage
2599837,1,-200010699,Arthrobacter phage Stayer,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,57.1,35.0,10^-3.4045,,,,,,0,virus-phage
2599832,1,-200010699,Arthrobacter phage Salk,,viruses,True,,,,0.3171702361200631,1.0,,,84.507,71.0,10^-20.8515,,,,,,,,,,,,,,,,,,0,virus-phage
2599830,1,-200010699,Arthrobacter phage Mimi,,viruses,True,,,,0.3171702361200631,1.0,,,87.671,73.0,10^-24.9565,,,,,,,,,,,,,,,,,,0,virus-phage
2593342,1,-200010699,Microbacterium phage WaterT,,viruses,True,,,,,,,,,,,,,,,,0.6343404722401262,2.0,,,52.0,50.0,10^-9.2321,,,,,,0,virus-phage
2591054,1,-200010699,Achromobacter phage vB_AxyS_19-32_Axy20,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,62.0,50.0,10^-7.32975,,,,,,0,virus-phage
2591052,1,-200010699,Achromobacter phage vB_AxyS_19-32_Axy18,,viruses,True,,,,,,,,,,,,,,,,1.2686809444802525,4.0,1.0,4.0,50.98,51.0,10^-11.6021,,,,,,0,virus-phage
2572531,1,-200010699,Microbacterium phage DizzyRudy,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,76.0,50.0,10^-12.6421,,,,,,0,virus-phage
2562367,1,-200010699,Microbacterium phage Theresita,,viruses,True,,,,,,,,,,,,,,,,20.616065347804103,65.0,2.0,64.0,62.034,106.911,10^-38.3019,,,,,,0,virus-phage
2548084,1,-200010699,Streptococcus phage Javan269,,viruses,True,,,,0.6343404722401262,2.0,,,98.344,151.0,10^-87.0837,,,,,,,,,,,,,,,,,,0,virus-phage
2510522,1,-200010699,Arthrobacter phage Elesar,,viruses,True,,,,0.3171702361200631,1.0,,,91.489,47.0,10^-14.1688,,,,,,,,,,,,,,,,,,0,virus-phage
2500568,1,-200010699,Paracoccus phage vB_PkoS_Pkon1,,viruses,True,,,,0.3171702361200631,1.0,,,91.781,146.0,10^-70.6299,,,,,,0.3171702361200631,1.0,,,94.3,35.0,10^-12.5884,,,,,,0,virus-phage
2483660,1,-200010699,Microcystis phage Me-ZS1,,viruses,True,,,,0.3171702361200631,1.0,,,88.235,51.0,10^-14.1333,,,,,,2.854532125080568,9.0,,,66.631,58.2,10^-14.5389,,,,,,0,virus-phage
2419968,1,-200010699,Arthrobacter phage Ryan,,viruses,True,,,,0.6343404722401262,2.0,,,90.1615,61.0,10^-20.9175,,,,,,,,,,,,,,,,,,0,virus-phage
2419654,1,-200010699,Streptococcus phage SW4,,viruses,True,,,,1.2686809444802525,4.0,1.0,4.0,92.0,100.0,10^-28.983,,,,,,,,,,,,,,,,,,0,virus-phage
2419643,1,-200010699,Streptococcus phage SW22,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,68.1,47.0,10^-13.0985,,,,,,0,virus-phage
2301642,1,-200010699,Acidovorax phage ACPWH,,viruses,True,,,,0.3171702361200631,1.0,,,80.556,108.0,10^-32.3345,,,,,,,,,,,,,,,,,,0,virus-phage
2250370,1,-200010699,Microbacterium phage Jacko,,viruses,True,,,,,,,,,,,,,,,,1.9030214167203787,6.0,1.0,6.0,55.797,138.0,10^-46.6038,,,,,,0,virus-phage
2250351,1,-200010699,Microbacterium phage Lyell,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,58.0,50.0,10^-9.37059,,,,,,0,virus-phage
2250324,1,-200010699,Microbacterium phage Musetta,,viruses,True,,,,,,,,,,,,,,,,1.2686809444802525,4.0,,,52.809,89.0,10^-16.8239,,,,,,0,virus-phage
2250321,1,-200010699,Gordonia phage Fury,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,61.5,26.0,10^-3.007,,,,,,0,virus-phage
2201742,1,-200010699,Pasteurella phage Pm86,,viruses,True,,,,169.3689060881137,534.0,20.0,486.0,96.3186,1119.45,10^-275.856,,,,,,25.373618889605048,80.0,3.0,70.0,96.8493,89.194,10^-53.3003,,,,,,0,virus-phage
2201440,1,-200010699,Microbacterium phage Pioneer3,,viruses,True,,,,,,,,,,,,,,,,0.6343404722401262,2.0,,,53.45,46.5,10^-7.135,,,,,,0,virus-phage
2182397,1,-200010699,Streptomyces phage Ibantik,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,56.8,37.0,10^-4.12378,,,,,,0,virus-phage
1933695,1,-200010699,Streptococcus phage Str01,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,50.0,38.0,10^-3.84164,,,,,,0,virus-phage
1916183,1,-200010699,Streptococcus phage IPP44,,viruses,True,,,,0.3171702361200631,1.0,,,94.318,88.0,10^-40.6576,,,,,,,,,,,,,,,,,,0,virus-phage
1903149,1,-200010699,Bordetella phage vB_BbrS_CN1,,viruses,True,,,,0.6343404722401262,2.0,,,95.745,47.0,10^-16.9135,,,,,,,,,,,,,,,,,,0,virus-phage
1881430,1,-200010699,Vibrio phage 1.151.O._10N.222.46.B1,,viruses,True,,,,,,,,,,,,,,,,2.537361888960505,8.0,1.0,8.0,46.939,98.0,10^-26.7122,,,,,,0,virus-phage
1873452,1,-200010699,Rhodovulum phage vB_RhkS_P1,,viruses,True,,,,0.9515107083601894,3.0,,,93.5,59.3333,10^-22.5366,,,,,,,,,,,,,,,,,,0,virus-phage
1566990,1,-200010699,Streptococcus phage SpSL1,,viruses,True,,,,,,,,,,,,,,,,0.6343404722401262,2.0,,,96.65,29.5,10^-7.73134,,,,,,0,virus-phage
1407671,1,-200010699,uncultured Mediterranean phage uvMED,,viruses,True,,,,,,,,,,,,,,,,5.07472377792101,16.0,1.0,16.0,50.0,66.0,10^-12.5719,,,,,,0,virus-phage
1109711,1,-200010699,Nocardia phage NBR1,,viruses,True,,,,,,,,,,,,,,,,4.757553541800947,15.0,1.0,15.0,67.797,59.0,10^-17.5884,,,,,,0,virus-phage
936152,1,-200010699,Riemerella phage RAP44,,viruses,True,,,,,,,,,,,,,,,,7.612085666881515,24.0,1.0,24.0,44.565,92.0,10^-14.3747,,,,,,0,virus-phage
2781373,1,-200010744,CrAssphage cat_SB2894,,viruses,True,,,,0.3171702361200631,1.0,,,100.0,36.0,10^-12.226,,,,,,,,,,,,,,,,,,0,virus-phage
2772073,1,-200010744,crAssphage cr116_1,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,52.1,48.0,10^-4.19518,,,,,,0,virus-phage
2743939,1,-200010744,Pseudomonas phage vB_PaeM_USP_25,,viruses,True,,,,1.2686809444802525,4.0,,,90.7215,53.5,10^-17.2008,,,,,,0.3171702361200631,1.0,,,85.7,49.0,10^-17.0926,,,,,,0,virus-phage
2743937,1,-200010744,Pseudomonas phage vB_PaeM_USP_18,,viruses,True,,,,0.3171702361200631,1.0,,,93.617,47.0,10^-15.5412,,,,,,0.6343404722401262,2.0,,,74.15,48.5,10^-14.1793,,,,,,0,virus-phage
2743789,1,-200010744,Flavobacterium phage vB_FspP_elemoA_11-5C,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,43.8,48.0,10^-3.93181,,,,,,0,virus-phage
2674969,1,-200010744,Xylella phage Usme,,viruses,True,,,,,,,,,,,,,,,,4.12321306956082,13.0,1.0,9.0,46.2913,92.6364,10^-18.1447,,,,,,0,virus-phage
2599764,1,-200010744,Sinorhizobium phage ort11,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,58.3,48.0,10^-5.08619,,,,,,0,virus-phage
2596674,1,-200010744,Stenotrophomonas phage Pokken,,viruses,True,,,,,,,,,,,,,,,,8.880766611361768,28.0,1.0,25.0,74.7862,52.45,10^-18.2521,,,,,,0,virus-phage
2484217,1,-200010744,Arthrobacter phage Anjali,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,54.2,48.0,10^-5.84164,,,,,,0,virus-phage
2163965,1,-200010744,Pseudomonas phage 98PfluR60PP,,viruses,True,,,,,,,,,,,,,,,,0.6343404722401262,2.0,,,61.5,39.0,10^-4.74232,,,,,,0,virus-phage
2108116,1,-200010744,Xanthomonas phage RiverRider,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,46.0,50.0,10^-5.28988,,,,,,0,virus-phage
1784982,1,-200010744,Pseudomonas phage O4,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,71.0,31.0,10^-6.52143,,,,,,0,virus-phage
1563661,1,-200010744,Delftia phage RG-2014,,viruses,True,,,,,,,,,,,,,,,,0.9515107083601894,3.0,,,62.5,47.0,10^-10.0008,,,,,,0,virus-phage
1406780,1,-200010744,Acinetobacter phage Presley,,viruses,True,,,,,,,,,,,,,,,,1.5858511806003155,5.0,,,65.55,44.5,10^-10.7209,,,,,,0,virus-phage
1328030,1,-200010744,Cellulophaga phage phi13:2,,viruses,True,,,,,,,,,,,,,,,,14.589830861522902,46.0,1.0,46.0,35.644,202.0,10^-24.983,,,,,,0,virus-phage
1327990,1,-200010744,Cellulophaga phage phi14:2,,viruses,True,,,,,,,,,,,,,,,,6.977745194641388,22.0,1.0,22.0,60.185,108.0,10^-38.7167,,,,,,0,virus-phage
1235689,1,-200010744,Pseudomonas phage AF,,viruses,True,,,,0.3171702361200631,1.0,,,91.837,49.0,10^-15.5231,,,,,,,,,,,,,,,,,,0,virus-phage
1188795,1,-200010744,Xanthomonas citri phage CP2,,viruses,True,,,,,,,,,,,,,,,,0.9515107083601894,3.0,,,68.6,49.5,10^-14.6531,,,,,,0,virus-phage
2555548,1,-202169529,Stenotrophomonas phage YB07,,viruses,True,,,,,,,,,,,,,,,,0.9515107083601894,3.0,,,57.8,58.0,10^-17.1552,,,,,,0,virus-phage
2202135,1,-202169529,Acinetobacter phage SH-Ab 15599,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,59.2,49.0,10^-14.6216,,,,,,0,virus-phage
1654717,1,-202169529,Stenotrophomonas phage IME-SM1,,viruses,True,,,,,,,,,,,,,,,,0.9515107083601894,3.0,,,58.5,47.3333,10^-8.92765,,,,,,0,virus-phage
1542133,1,-202169529,Dickeya phage phiDP23.1,,viruses,True,,,,,,,,,,,,,,,,14.589830861522902,46.0,2.0,42.0,90.375,28.0882,10^-10.6799,,,,,,0,virus-phage
2593639,1,-202560065,Bacillus phage vB_BveM-Goe7,,viruses,True,,,,,,,,,,,,,,,,0.3171702361200631,1.0,,,60.4,48.0,10^-4.62709,,,,,,0,virus-phage
2759203,1,-202731643,Acinetobacter phage Aristophanes,,viruses,True,,,,,,,,,,,,,,,,3.806042833440757,12.0,1.0,12.0,55.056,89.0,10^-21.9872,,,,,,0,virus-phage
2723762,1,-202731643,Aeromonas phage PS,,viruses,True,,,,,,,,,,,,,,,,1.9030214167203787,6.0,,,65.85,39.5,10^-5.70806,,,,,,0,virus-phage
