SRA_ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
SRR18483737,0.06987947828466104,-0.08255195816040171,0.06630865345065817,-0.11747988510336697,-0.0025763583295014604,0.0027531881466814115,-0.09307992935817803,-0.11244536863442822,-0.054831171369882026,-0.018593194284072224,-0.012560773201320796,0.02099832764791033,-0.05550928365940429,0.05088574065819578,-0.06866586081067202,0.07357794855697734,0.05774952211565231,-0.08786839384259029,-0.023707856557672595,-0.015111063956049964,-0.003160098757436885,-0.008412401020260018,0.025794992270193995,-0.03551267548060059,-0.02454872268541493,-0.005129069853948963,0.005721754089359066,0.013872345231282961,-0.002239843478677945,0.0028575555776223466
SRR18483738,0.012762522077689279,0.10500981696513433,0.08190308440382706,0.10153054079389623,-0.5656410566826454,0.2423489306905696,0.0616551352392542,-0.17281809605585216,0.029641287197998436,-0.010123165771633715,-0.11216267911230066,-0.12158804882046816,0.0245978914166919,-0.02834256309044247,0.04168011128252707,-0.009020601302795975,0.05173616914438017,0.043623212661864225,0.006147646786524319,0.03392391489405311,-0.05095238160949738,-0.0304372186751167,-0.08715245951217045,-0.01464361366525775,0.04060731197510503,-0.07791028617967118,0.029254991792007686,0.05647690224149381,-0.05286657208633735,-0.024396823696118935
SRR18483750,-0.1279439780998853,-0.03904210967820694,0.020074601178779242,-0.035052316906888564,0.1389253589348398,0.12067724769259384,0.2704844802241047,0.07341312154144902,-0.1715349327259044,0.14855947540713332,-0.14512288645233357,0.03512989956520011,-0.022673256250854416,-0.09816439634527438,0.020515208656727853,0.08420053167461841,0.03956461208050091,-0.04203335307795683,-0.06360725290536529,-0.04217332811610149,-0.13652667437112934,-0.07879480685515201,0.06575139444773781,0.013582145226937513,-0.0009208281091580716,0.010396476026940387,-0.025918695951182794,0.0713013432235958,0.0075427710446139135,0.04826326810163887
SRR18483755,0.42843615030983384,0.0637840458983548,0.3256996846639156,0.31682354587143635,0.11904037971329022,0.056137388991701745,0.16638986852437557,-0.054834363999232985,0.061933564947747155,0.04682479373624671,0.12501073090311932,0.016639506527441592,-0.04440347250093916,0.06942229692834556,0.12248004947378666,0.08003319208930323,-0.0026840442694400744,-0.06865195140512352,-0.045543778738138974,-0.021278484207486008,0.004941437595351921,-0.05137103475097531,-0.029019213286550737,0.0041713536039673016,-0.012384787051685144,0.05068482472934642,0.02024977813785997,-0.017094572308683522,-0.0721112964033779,-0.03401129510131851
SRR18483759,-0.23110421208099488,-0.08654579970723288,-0.09058888053278742,0.1320880087072796,-0.06171427453936829,-0.20186430197428432,-0.08093329630186152,0.03181796626323972,0.07773149854225131,-0.08500021366774217,0.04376501548130066,-0.0757438337183785,-0.09279135780199127,-0.04623046844521237,0.06605421297518231,0.01258567706195642,0.0393219752903902,-0.020533088739222695,0.0376937620069054,-0.002175294468317057,0.05305907264021529,-0.008952607766532407,-0.014348021664502367,-0.02121180737701527,-0.03429362764215862,-0.0017875377859024157,-0.01807473019299114,-0.006575381780948112,0.05470658037583897,0.04955473817690261
SRR18483763,0.2846056836970527,-0.09884765699450905,0.031904359842905905,0.0975887281122472,0.09538696749756734,0.037533667293864245,-0.07387064627983174,-0.008348443897907983,0.0538500732566939,-0.036982108011237164,-0.09813811783148718,0.0008072066100170003,-0.04541005890854004,0.04322378762039069,-0.03312196904054899,-0.030153620539471005,0.04003275269333176,-0.01655734400447153,0.040236467810770234,0.04078179403949301,-0.030307603375777026,0.010157743871573257,-0.014367586207346291,0.0034971638688686604,-0.005927546727412421,-0.002629523036981438,-0.009954107098835157,0.015955250418166717,0.011601637266828354,-0.006389591679299874
SRR18483764,0.08053031073454073,-0.10081933292823904,0.005270722662920351,0.05803558320504857,0.129920453068717,0.08118510548540764,0.14366763667342028,-0.0814452718841301,0.05553364613948627,0.16584031910416958,0.09438233315946815,-0.03976138608658464,0.01459039488114009,0.03204496566223778,-0.01753896826683859,0.02455104076132917,-0.04342555962885481,0.024237869089055702,-0.012346401354773408,-0.008040833612213,0.045854027959086656,0.05102620706529294,-0.03250725514873647,0.05226872975501894,0.013322543186535332,-0.04733340837929545,-0.02303964473802408,-0.014742210017738355,0.030344964147963685,0.025237049796082107
SRR18483783,-0.2541831737285926,-0.04264048968173107,0.15225789409339907,0.04798740185332469,0.028485601610783104,0.07564709144277075,-0.1667086167937391,-0.01507389239137959,-0.008507539312478543,0.05833568432996012,0.01705526865478217,0.04906150450512608,0.022292306292357428,-0.04918189965374194,0.012848250180066821,0.010754566294726535,0.007465391990110077,0.007989374518869883,-0.03556908070045047,-0.0016064715489388622,-0.028261711823869818,-0.03462236078784481,0.020563634956466587,0.018099938504431996,0.007919047665328461,-0.018246644942292462,-0.0360322920561274,-0.04222348394986907,-0.0003024270006340587,-0.021677566395833563
SRR18483793,0.022182759472273973,-0.14716999947185191,-0.43694682439487215,0.08858935121457738,-0.0345194219914402,-0.0905606716655877,0.10480921501350682,0.05539653846296383,0.12740445183924679,-0.070629989520721,0.029028273282748075,-0.07473900569716663,0.005374991817441882,0.013353470961098141,0.00295015290575588,0.025953505346256282,-0.039981314660334326,-0.036411293025452554,-0.0775647045707955,-0.07801644920257503,-0.01731753298934193,-0.12170422109554796,-0.02936204009412307,0.017344974080501098,0.09971402801048274,0.025570873693652435,0.01958257738513923,0.0031275584158442045,0.037779262984353586,0.0035558748739215134
SRR18483795,0.5628792409823797,0.04020576164765517,0.18947557312779995,-0.05865057168233171,-0.03025596022814013,-0.02418147756250086,-0.02451249992419799,0.055172675053997595,0.012183274166487162,-0.045071031189232585,-0.013385255253159091,0.02111341281816249,0.018295765127451135,0.019271086679237822,-0.04921442717885009,-0.013444201007683584,-0.019832857437461687,-0.01978083268262021,-0.01153493232630073,-0.058654783860452614,0.03320486366554378,-0.04375273954803632,0.03181433703286149,0.03289228508018055,-0.0747955507255226,-0.006095539189980956,-0.05344814882754161,0.044538451238062965,-0.028330582932908657,-0.12339529418546995
